Share-WENI,27.11,9.453257
Share-YEYF,49.1,12.21608
Share-EKHU,47.13,16.509639
Share-JPLU,10.72,3.125952
Share-CVKQ,27.89,1.690134
Share-TFNF,38.63,12.879242
Share-LRYZ,32.77,12.505032
Share-SUDI,38.72,9.683872
Share-GFBR,22.19,4.670995
Share-ELHS,36.47,0.382935
Share-PFOA,8.54,1.629432
Share-HRKX,14.09,4.708878
Share-DEMQ,19.25,6.793325
Share-MONJ,10.67,0.797049
Share-XQOA,18.65,0.49982
Share-RZCS,36.45,4.65831
Share-DAPQ,21.36,4.180152
Share-OUGA,8.99,0.660765
Share-BCVC,20.69,6.933219
Share-BHXC,41.14,8.0223
Share-NTBS,24.42,2.522586
Share-WVBR,25.11,0.72819
Share-RBJP,12.54,1.482228
Share-QNMW,10.16,1.130808
Share-FLLX,2.35,0.11139
Share-MHMX,19.48,5.156356
Share-DAWU,7.4,0.38776
Share-ETOR,12.33,0.906255
Share-GVVO,2.22,0.633144
Share-SPAR,42.66,4.573152
Share-IFCP,29.23,11.656924
Share-WYAL,42.12,6.406452
Share-OFZD,31.48,4.337944
Share-KLCJ,13.75,2.4805
Share-JNUW,30.61,5.381238
Share-SHFZ,32.79,9.056598
Share-CYLT,33.73,8.16266
Share-JHLP,42.97,15.950464
Share-DLGZ,34.71,11.759748
Share-COUC,20.99,1.244707
Share-ATAE,16.58,4.057126
Share-FTJN,27.52,4.620608
Share-WTPW,19.89,5.018247
Share-HITN,0.67,0.224383
Share-ADLV,18.9,0.89208
Share-CWIL,46.2,0.54978
Share-VBQT,25.73,9.162453
Share-XQQA,26.78,2.50393
Share-QSOQ,30.15,0.214065
Share-WIWE,10.65,0.94572
Share-FRBU,30.13,2.880428
Share-IYKD,1.08,0.140616
Share-EPCT,3.91,0.624036
Share-JIZL,48.75,2.062125
Share-ACQS,32.62,0.525182
Share-YUTW,16.28,5.813588
Share-YHEL,2.51,0.253008
Share-HPSH,19.77,6.557709
Share-NVXL,25.66,4.949814
Share-ZFQR,21.74,8.422076
Share-GYNX,30.96,11.848392
Share-XXLC,45.12,6.379968
Share-TLJJ,28.65,3.939375
Share-RUPP,40.98,2.21292
Share-SXZH,39.35,3.466735
Share-DSHU,23.12,6.723296
Share-OLUI,30.68,8.372572
Share-SFMP,9.48,1.700712
Share-VVDF,5.12,1.308672
Share-YVUQ,39.98,7.51624
Share-FIWE,42.56,3.975104
Share-NKEK,19.01,4.90458
Share-QEDS,3.78,0.519372
Share-SWES,35.4,10.21644
Share-XMLZ,29.5,7.2157
Share-DRXI,37.42,14.23831
Share-BKOT,22.9,6.7326
Share-QDFN,4.26,0.87756
Share-NLNW,8.95,0.792075
Share-MKTB,33.42,5.858526
Share-FEMI,15.24,5.542788
Share-ZQDO,34.64,3.484784
Share-GBMB,41.91,4.953762
Share-ZUWA,17.84,5.74448
Share-VUOS,20.14,6.823432
Share-RTTA,27.78,0.905628
Share-SQQK,22.58,7.340758
Share-GROK,28.16,2.26688
Share-YPRZ,41.82,7.615422
Share-EDPH,22.43,2.10842
Share-LJDU,39.86,14.835892
Share-JKRC,18.58,3.01925
Share-QCRM,26.91,4.566627
Share-PKXQ,41.39,4.035525
Share-DBMG,37.07,14.131084
Share-DFKO,29.28,7.240944
Share-LOJD,22.47,4.311993
Share-SFMQ,39.61,2.087447
Share-TMYW,22.41,3.578877
Share-WPYY,42.88,5.98176
Share-EDBI,22.92,7.499424
Share-WJZQ,16.28,0.2035
Share-MGCH,25.72,5.730416
Share-GFKM,24.37,8.812192
Share-JLNT,19.74,1.922676
Share-ZIZN,40.69,7.047508
Share-FVVN,33.3,1.4319
Share-TTVT,35.43,9.038193
Share-EMOV,8.89,3.513328
Share-ZWPI,21.5,8.3893
Share-KKAD,14.66,4.719054
Share-GMPX,30.86,2.342274
Share-JHKR,18.3,4.62075
Share-QIGP,35.59,8.054017
Share-RUMG,34.34,2.548028
Share-EPWT,9.54,0.769878
Share-FJIK,28.32,9.767568
Share-ETNQ,48.78,5.551164
Share-OZCM,36.69,11.201457
Share-KZLV,18.43,0.739043
Share-ZLGB,39.41,14.451647
Share-ZSPZ,22.3,4.2147
Share-RQNB,20.12,5.378076
Share-UNOG,43.84,8.17616
Share-GZHU,33.02,8.109712
Share-QPFG,9.52,3.083528
Share-IVRI,27.35,10.60086
Share-GHNY,28.45,5.00151
Share-MEPT,37.14,11.29056
Share-OTBX,16.84,0.986824
Share-ODFR,30.14,3.559534
Share-QPRB,32.06,1.663914
Share-QAIJ,31.42,10.403162
Share-OKTW,24.15,5.85879
Share-KYHO,37.05,10.770435
Share-ONTS,14.17,2.193516
Share-JWXV,47.28,3.465624
Share-TJBP,28.5,8.1339
Share-YHLS,6.11,0.353769
Share-ZNIY,20.38,5.088886
Share-XPZF,35.01,11.780865
Share-ODXT,12.75,2.382975
Share-VQHA,6.93,0.981288
Share-IDWW,26.58,5.8476
Share-TVOJ,9.39,2.191626
Share-VNQN,1.17,0.216567
Share-FVTC,25.28,5.968608
Share-RSQE,45.64,11.966808
Share-TCMQ,15.36,1.795584
Share-UPTV,7.59,1.523313
Share-LSFE,17.51,5.510397
Share-TTLC,30.69,11.870892
Share-WMOU,29.0,9.9818
Share-QJZG,34.68,6.662028
Share-PSZU,25.8,3.46752
Share-GCAZ,48.58,1.569134
Share-KZBL,28.99,11.346686
Share-ZTDP,33.38,2.273178
Share-XBIG,34.11,0.126207
Share-MXMO,23.99,3.807213
Share-OMOF,30.8,5.65488
Share-NWSG,38.03,5.826196
Share-LGSU,46.79,8.693582
Share-GLFC,16.63,0.740035
Share-PAXZ,7.22,0.059204
Share-QSPX,0.6,0.2109
Share-ZGFE,20.76,4.662696
Share-WCNO,17.13,5.527851
Share-BHYK,25.29,4.529439
Share-VGFO,17.83,5.596837
Share-FUUQ,32.33,1.192977
Share-VEEM,9.47,1.495313
Share-YVIJ,3.94,1.157572
Share-ZEPQ,29.27,8.95662
Share-EINI,20.13,2.618913
Share-LRBZ,32.9,13.14355
Share-NYHH,12.51,0.821907
Share-CBNP,37.33,4.315348
Share-ZOIW,15.06,3.85536
Share-GSPE,48.99,5.707335
Share-IZCN,31.52,3.90848
Share-XLQI,31.33,10.201048
Share-BDMW,48.51,9.406089
Share-HCCK,20.58,0.660618
Share-DWFW,15.17,2.507601
Share-TDXX,30.93,4.590012
Share-ZXSD,44.62,9.374662
Share-MKZB,6.97,2.362133
Share-XRZR,14.78,0.941486
Share-XPEO,31.13,8.423778
Share-QDBT,23.68,4.162944
Share-CPNV,28.84,2.007264
Share-QFPK,11.96,1.137396
Share-CXDL,27.89,3.952013
Share-MMFR,37.78,14.560412
Share-MYPQ,14.1,0.92355
Share-EZLR,17.59,3.466989
Share-QJZD,47.58,10.810176
Share-YDJK,25.79,3.159275
Share-ZSRN,31.7,1.46454
Share-IMGN,30.72,10.149888
Share-HPQO,5.03,1.758991
Share-KYUG,15.06,0.213852
Share-YZOF,9.65,1.2159
Share-KPMF,39.44,8.728072
Share-CBTR,36.81,2.101851
Share-JGEU,27.08,6.98664
Share-SIRR,34.39,9.175252
Share-TECI,30.9,3.81306
Share-NFGO,38.33,14.024947
Share-XJMO,9.39,3.754122
Share-IFPU,35.66,7.370922
Share-SNKS,16.75,6.5392
Share-GKRC,19.28,5.271152
Share-XZNX,34.59,1.086126
Share-XRNJ,26.54,5.581362
Share-OGGC,25.25,4.310175
Share-TNHW,45.8,2.85334
Share-YMIE,18.31,2.334525
Share-LKBB,8.28,1.10952
Share-IQED,33.12,11.456208
Share-LFLL,15.17,1.439633
Share-OJRZ,31.68,0.34848
Share-IKCF,3.37,0.174229
Share-RNBA,19.47,1.212981
Share-YZFJ,34.75,4.131775
Share-RGDB,23.95,5.860565
Share-UEIV,33.41,10.243506
Share-VQPV,20.9,4.39109
Share-OHHU,40.43,15.367443
Share-AXIX,36.82,7.503916
Share-KOUD,35.09,12.607837
Share-NALT,48.96,5.694048
Share-NHKZ,30.69,0.300762
Share-NKUT,34.4,8.57592
Share-GPGM,47.4,9.44682
Share-NFNZ,25.77,4.865376
Share-NVDR,1.99,0.329146
Share-NQIL,13.37,3.26228
Share-VTWL,5.98,1.297062
Share-JEQJ,25.73,6.005382
Share-IXSO,19.7,5.57313
Share-HGVJ,26.2,6.53428
Share-AIQL,25.69,8.652392
Share-KYXI,29.07,9.116352
Share-SIVL,26.31,6.067086
Share-GJMI,25.09,7.624851
Share-OLCV,38.97,5.124555
Share-SLZZ,14.87,4.425312
Share-RDQM,30.61,0.508126
Share-UOZD,21.17,6.533062
Share-MOXN,31.29,0.560091
Share-XKAM,47.01,17.91081
Share-GGLB,31.58,11.090896
Share-GEYL,24.68,4.499164
Share-CIYW,20.93,3.442985
Share-EIZH,27.73,4.023623
Share-MPUS,30.96,8.461368
Share-YUVN,15.09,2.085438
Share-PEAZ,15.72,5.113716
Share-MWDM,11.97,0.336357
Share-LSZT,34.9,13.67731
Share-CBNY,1.22,0.479582
Share-HMVR,15.62,2.588234
Share-LGHI,21.64,5.327768
Share-VCWF,24.71,7.123893
Share-CGUS,8.27,3.091326
Share-REMR,26.84,8.841096
Share-MXBC,15.26,1.986852
Share-ZDHV,16.64,1.71392
Share-AVUV,11.65,1.35839
Share-WVTR,35.99,10.671035
Share-MLVQ,36.23,2.945499
Share-NCFR,25.4,0.77724
Share-LFGX,25.04,2.463936
Share-HQDA,25.28,2.00976
Share-UMGT,5.97,0.076416
Share-WITL,38.65,2.462005
Share-XOBN,34.06,0.793598
Share-AHYU,20.99,1.120866
Share-YLHV,43.01,15.105112
Share-BTKZ,17.55,6.44436
Share-YEYV,32.67,0.846153
Share-BGVK,18.27,1.704591
Share-OFWH,30.0,3.591
Share-XKFR,42.85,5.66477
Share-SNUW,44.48,3.789696
Share-QWHX,45.37,14.241643
Share-TZIJ,25.62,0.44835
Share-ILTN,23.8,0.5831
Share-TIRJ,29.33,3.748374
Share-URMZ,34.99,13.607611
Share-FZFY,33.03,1.314594
Share-UTIJ,20.36,4.908796
Share-PFEQ,26.95,3.37953
Share-LNBX,32.12,7.721648
Share-BORU,34.6,8.25902
Share-QOYO,12.93,4.710399
Share-BAPF,37.14,3.836562
Share-RJIB,21.22,7.229654
Share-ICKP,26.65,5.2234
Share-DPMV,40.44,3.716436
Share-MIOT,20.91,6.137085
Share-GSDZ,44.29,5.035773
Share-GOEX,38.41,8.004644
Share-IHOT,10.47,2.579808
Share-GIAJ,10.75,4.28925
Share-OTFE,29.23,4.662185
Share-HMCY,39.53,13.760393
Share-UMCH,21.51,5.007528
Share-QQBR,29.9,4.91556
Share-WJZJ,38.96,10.24648
Share-OGLE,41.9,4.37855
Share-MNMP,36.64,3.836208
Share-KGQI,0.23,0.043493
Share-JGPU,26.21,6.350683
Share-LBSY,31.98,7.406568
Share-EMCQ,6.37,1.303302
Share-GHFD,13.56,3.093036
Share-ESFE,13.5,0.5994
Share-EJLA,25.25,5.714075
Share-JJNV,38.71,5.578111
Share-DIGK,32.32,3.836384
Share-NYKV,15.38,4.76011
Share-DDWA,40.89,4.796397
Share-SLGB,9.77,2.119113
Share-HYNU,47.39,4.080279
Share-KZFS,9.73,1.054732
Share-THCY,39.05,2.46796
Share-SIZB,6.13,1.417256
Share-TUQB,19.32,3.015852
Share-NTQC,30.85,5.272265
Share-HYMY,26.4,9.19776
Share-JYBM,24.65,9.37686
Share-VGRH,34.98,3.207666
Share-NBSA,33.83,11.640903
Share-OFJC,24.83,0.908778
Share-JWVH,1.71,0.178011
Share-PEQK,34.63,8.439331
Share-WAQC,21.71,4.92817
Share-ZEIM,31.25,5.05625
Share-RPXU,13.75,3.663
Share-DTZY,35.96,6.954664
Share-LHKD,34.45,5.687695
Share-YRSC,47.0,18.001
Share-MZLJ,23.2,4.04376
Share-YECK,32.66,9.543252
Share-SZEE,36.55,8.66966
Share-MTJQ,41.49,10.629738
Share-PBXL,5.46,2.007096
Share-BMTW,27.23,4.563748
Share-YPHD,5.72,0.566852
Share-TXHQ,8.97,3.295578
Share-KAUS,42.96,12.613056
Share-BFRJ,43.43,7.665395
Share-NDNV,8.19,2.864043
Share-GNLH,11.86,2.784728
Share-WMQI,39.87,9.229905
Share-MDAT,41.4,14.8833
Share-QBZY,40.0,13.44
Share-YHNK,35.09,3.916044
Share-DGFR,37.13,11.91873
Share-FVCW,14.48,0.715312
Share-JREW,9.93,1.494465
Share-NOLN,22.65,0.2718
Share-DSKL,38.68,8.095724
Share-LHLG,42.98,12.180532
Share-HJJZ,17.54,1.150624
Share-URDO,32.8,4.23448
Share-URKJ,28.32,10.217856
Share-JSDR,21.66,5.980326
Share-KMDP,32.23,7.129276
Share-TGMY,44.93,0.907586
Share-RCCP,2.09,0.738188
Share-GQZA,5.86,0.750666
Share-EQFF,18.75,1.134375
Share-QQTU,33.19,13.14324
Share-LWHP,32.0,9.3568
Share-SRHN,26.36,8.983488
Share-SORI,7.97,1.604361
Share-TQVQ,4.41,0.506268
Share-UIWH,30.41,7.508229
Share-PJBF,17.09,3.36673
Share-VOPM,46.57,4.806024
Share-MSWM,14.48,0.421368
Share-TPPD,22.77,3.540735
Share-GDNC,45.82,12.994552
Share-OELG,33.83,1.302455
Share-HBXW,2.73,0.571116
Share-UYOE,38.08,0.236096
Share-VMPZ,24.08,2.5284
Share-GMUB,36.8,6.5136
Share-LCVT,6.06,0.06363
Share-KRMG,15.22,4.821696
Share-FYUX,3.68,0.717968
Share-DSJF,24.72,0.726768
Share-MCJZ,47.05,3.091185
Share-STKT,0.28,0.021812
Share-FSTB,27.28,3.43728
Share-KQHE,21.63,0.296331
Share-JEHF,21.92,0.341952
Share-SKKC,24.87,9.821163
Share-RPNK,46.37,1.502388
Share-LZLU,12.12,4.307448
Share-ICYR,27.21,1.3605
Share-VOEF,32.38,1.852136
Share-LSBJ,39.9,7.91217
Share-HQIF,34.88,5.277344
Share-TWXB,26.92,0.360728
Share-HQHB,27.01,6.474297
Share-PYSY,26.63,8.063564
Share-JAGI,36.36,13.060512
Share-EYGW,46.25,8.024375
Share-OFCJ,10.69,3.639945
Share-WGNW,38.88,9.3312
Share-BPBC,26.55,4.11525
Share-HIGA,5.34,1.655934
Share-JEAI,31.06,9.150276
Share-FNVN,9.03,1.286775
Share-AQZD,39.1,12.6684
Share-WBLU,39.29,1.304428
Share-HJFD,8.61,1.390515
Share-QSSK,29.01,6.077595
Share-WQLH,6.75,0.104625
Share-ALZI,9.61,2.704254
Share-CNVT,23.78,7.971056
Share-NJKY,30.73,11.622086
Share-QIID,29.25,3.4047
Share-BOZY,25.86,3.41352
Share-OTLF,34.81,12.291411
Share-TEET,43.2,16.38576
Share-HHFE,25.9,6.20305
Share-HERB,48.28,5.856364
Share-KKQW,21.59,4.389247
Share-FKJR,0.8,0.11784
Share-LOKP,41.04,16.075368
Share-TZKX,44.94,11.99898
Share-DYJJ,21.05,4.4626
Share-DRRI,27.64,5.76294
Share-CFUF,34.05,2.611635
Share-MUFT,23.38,4.46558
Share-ZNKU,6.96,2.698392
Share-TOHR,25.74,2.453022
Share-ZSDE,15.11,6.025868
Share-AAZC,36.78,6.881538
Share-DSME,22.62,3.739086
Share-PWHJ,39.65,3.374215
Share-LUSV,19.87,2.396322
Share-YXVL,26.62,6.066698
Share-XLQD,39.13,5.849935
Share-WIBX,20.58,5.346684
Share-YYBB,39.15,0.137025
Share-COVF,30.7,4.88744
Share-GRSA,13.0,4.5344
Share-BXEV,6.7,2.24986
Share-LSTK,14.89,4.910722
Share-GLOV,39.92,3.73252
Share-LYIZ,21.79,5.059638
Share-HQWX,6.35,0.405765
Share-KXYC,17.18,2.698978
Share-ANXT,13.32,4.74192
Share-OAOX,36.3,11.42361
Share-LGWG,31.41,12.40695
Share-VPPA,4.09,0.087935
Share-FJZC,20.64,6.262176
Share-HCNK,13.03,3.069868
Share-WFZZ,29.81,10.666018
Share-DAQE,20.97,2.279439
Share-FYKQ,41.06,15.91075
Share-IPUP,26.11,8.010548
Share-XGXY,28.39,10.27718
Share-LVQC,41.57,7.058586
Share-PXVO,15.37,3.103203
Share-OVCD,31.92,3.22392
Share-WPLI,34.64,13.824824
Share-LJEO,40.87,10.246109
Share-PISF,20.49,1.608465
Share-ZQNA,28.59,3.550878
Share-EMNG,25.21,1.05882
Share-BJIF,10.56,3.311616
Share-QGUP,4.45,0.90958
Share-XUCG,12.25,2.70725
Share-RPNX,25.11,1.150038
Share-KCEB,38.89,2.465626
Share-KFOQ,26.19,4.55706
Share-FVNN,33.93,10.606518
Share-XZOD,12.07,0.339167
Share-GGKK,22.15,2.56054
Share-JPQM,10.82,1.602442
Share-WYJO,33.73,10.790227
Share-IAFR,30.57,1.473474
Share-MCBN,29.5,4.94125
Share-UFQB,23.77,5.980532
Share-ZHNO,24.32,5.209344
Share-MGXU,13.5,5.16645
Share-TUFN,10.37,2.373693
Share-NVVV,37.44,2.815488
Share-EPTB,21.32,5.04218
Share-ARYE,17.62,2.539042
Share-CGJM,17.21,6.76353
Share-ZJWM,26.58,8.561418
Share-XAZS,35.02,10.267864
Share-CPWU,37.92,14.515776
Share-UIMY,16.52,0.302316
Share-UKXZ,35.19,2.558313
Share-YMFX,24.46,8.062016
Share-MLNK,45.74,12.651684
Share-HJKI,9.7,0.0291
Share-PEVC,17.51,0.327437
Share-HDZP,3.48,0.083868
Share-GUTR,16.5,2.61525
Share-HPYJ,24.88,4.931216
Share-TVCG,15.27,0.752811
Share-DRZA,8.24,1.422224
Share-CYLI,18.82,3.946554
Share-LZSG,36.54,6.74163
Share-FTYA,19.58,5.819176
Share-QLMK,17.38,6.863362
Share-OLCM,31.19,8.39011
Share-WPCD,42.55,14.60316
Share-OSGU,42.76,4.113512
Share-BQLT,24.12,3.227256
Share-RKNE,3.69,0.371214
Share-VRIE,36.95,11.90529
Share-HBGI,40.08,14.06808
Share-VNFB,22.88,4.802512
Share-QSQG,8.68,3.239376
Share-CRZH,30.01,10.449482
Share-CXGC,21.73,0.745339
Share-ECAB,23.09,7.464997
Share-PUDT,10.9,0.43273
Share-KMEM,24.35,8.25465
Share-TCIP,22.2,6.54012
Share-CVPG,31.65,5.598885
Share-XDUU,30.33,0.988758
Share-VYWQ,33.85,10.30394
Share-GLAO,26.86,7.134016
Share-MAJJ,21.12,1.366464
Share-NVBN,21.63,6.694485
Share-XXBE,34.62,0.405054
Share-QTKW,29.15,10.21416
Share-YAFK,29.93,6.476852
Share-MVRZ,31.33,2.38108
Share-MLGM,0.01,0.001886
Share-GUQG,36.18,9.023292
Share-QQGZ,3.82,1.227748
Share-VPMV,34.12,3.313052
Share-PNTD,15.22,1.54483
Share-MYPY,24.11,5.296967
Share-QMVF,4.12,0.346492
Share-UFXW,30.73,3.822812
Share-MOVT,19.01,0.112159
Share-RGMB,30.2,9.50394
Share-YGKX,28.18,9.392394
Share-QOGS,10.56,1.302048
Share-EMDG,17.45,1.156935
Share-OTAO,28.29,5.740041
Share-CIWC,13.62,3.462204
Share-DQRQ,36.38,3.94723
Share-XPMV,28.12,10.539376
Share-OBKH,12.62,3.50836
Share-MLDY,22.61,4.822713
Share-JCPU,24.77,2.672683
Share-JHTJ,44.04,11.261028
Share-XHQJ,11.4,2.4738
Share-QDWQ,17.4,3.30426
Share-OXSN,15.68,0.710304
Share-VNXO,24.73,6.194865
Share-EFWR,29.32,0.533624
Share-GZUU,13.05,3.5757
Share-LPGN,17.14,2.594996
Share-VHYI,48.31,14.493
Share-FXBP,11.87,3.425682
Share-PLPK,18.66,3.289758
Share-OEDD,27.56,5.837208
Share-BMIQ,25.2,8.60832
Share-QINE,26.5,9.8527
Share-ITTV,29.61,7.147854
Share-QHTF,20.53,3.208839
Share-VBED,5.32,0.817684
Share-LTEB,37.59,0.093975
Share-OBVY,29.01,0.736854
Share-SHCI,14.79,5.445678
Share-VUSQ,47.69,0.076304
Share-BENA,23.31,1.433565
Share-BEQY,27.96,10.599636
Share-NQQC,38.86,3.948176
Share-RNXT,5.14,1.46233
Share-RIBY,15.67,5.639633
Share-HBPQ,23.43,6.089457
Share-BDME,25.61,0.158782
Share-FPVA,19.72,3.681724
Share-WVNM,24.33,1.997493
Share-MTFR,17.85,5.342505
Share-JGBU,21.05,1.8945
Share-IXFI,45.04,7.90452
Share-TMBL,19.74,1.699614
Share-PTYE,29.58,2.404854
Share-RDHG,37.82,0.17019
Share-TDWK,29.0,4.2253
Share-EVUW,4.44,1.741368
Share-HTJD,46.96,13.613704
Share-HHIZ,41.58,6.478164
Share-XBDW,26.12,2.50752
Share-PCHT,22.24,5.551104
Share-MOVE,12.3,2.60145
Share-HLYD,3.4,0.42262
Share-HIAN,35.75,6.82825
Share-YIOX,26.12,2.408264
Share-GRUT,498.76,196.611192
Share-UNHO,26.1,0.783
Share-FKJW,21.08,8.385624
Share-WQMQ,16.35,5.629305
Share-TFVA,37.16,14.005604
Share-ARAY,21.53,2.934539
Share-AHQO,28.18,4.334084
Share-SNVL,20.19,7.680276
Share-VUTC,22.42,2.313744
Share-LAHI,38.29,6.183835
Share-YOET,33.67,1.195285
Share-LQHP,26.14,1.236422
Share-YPGY,16.97,6.613209
Share-NHRO,21.77,1.628396
Share-GERI,26.26,6.649032
Share-OQCA,27.85,6.269035
Share-XRRF,11.13,1.479177
Share-CVFX,31.44,4.470768
Share-GXSF,37.2,13.8198
Share-QUWM,29.64,8.998704
Share-VONS,47.68,11.762656
Share-UEZE,2.93,0.861127
Share-KFOG,2.78,0.93686
Share-UXBG,6.08,2.102464
Share-LNMC,13.7,1.84676
Share-WUWO,35.81,7.215715
Share-WBWX,27.02,0.948402
Share-SMUS,23.92,8.041904
Share-NNDP,15.02,1.66722
Share-GTQK,15.4,6.1523
Share-KEUJ,34.5,5.94435
Share-CVLS,2.65,0.18921
Share-TGAD,19.06,3.541348
Share-XZWG,10.25,3.3825
Share-VLOZ,33.81,7.309722
Share-JPRI,30.54,9.20781
Share-AFAJ,29.12,10.139584
Share-TRSF,36.6,7.55058
Share-CBLS,30.38,3.32661
Share-ZVEO,4.78,0.30353
Share-BYJX,22.13,2.761824
Share-RAOW,28.24,1.959856
Share-AZDM,27.17,6.71099
Share-IBVH,6.04,1.330612
Share-JKZM,5.26,0.940488
Share-QKDN,28.55,11.194455
Share-QRBH,17.24,5.690924
Share-HQVQ,17.1,1.99215
Share-CFML,18.07,5.13188
Share-AGPL,15.87,2.407479
Share-ZORL,43.63,7.229491
Share-DDRH,44.61,10.287066
Share-NUZX,19.47,4.277559
Share-AMYS,23.48,1.427584
Share-KQDZ,16.02,6.154884
Share-LQXO,35.36,4.925648
Share-TNCT,37.36,6.810728
Share-KFMR,11.23,3.147769
Share-NZMA,36.61,8.105454
Share-MJEL,17.19,2.671326
Share-RBXY,37.09,11.738985
Share-OZBN,5.03,1.410412
Share-VQOW,20.31,7.539072
Share-SCKQ,40.89,14.838981
Share-WYIT,24.23,5.192489
Share-QUQS,13.43,4.887177
Share-QKFA,8.37,0.64449
Share-EAIO,23.78,9.003108
Share-FHZN,6.1,2.32349
Share-QVQY,6.53,0.994519
Share-BZBC,18.85,5.917015
Share-SULM,29.26,4.810344
Share-LYRY,21.56,3.466848
Share-YRRO,12.15,1.986525
Share-USSR,25.62,10.135272
Share-AXIX,5.73,1.93101
Share-OBYV,16.39,2.155285
Share-DAVZ,21.92,5.526032
Share-MTLR,16.49,6.591053
Share-BXTP,4.77,1.596519
Share-AQOR,25.45,9.027115
Share-MKUX,48.55,2.3304
Share-SBMG,43.85,10.896725
Share-XOFE,33.55,3.97232
Share-KTYA,39.18,9.95172
Share-AZTU,5.43,1.211976
Share-DUET,34.93,4.044894
Share-AQKA,33.58,7.414464
Share-LPDM,39.35,15.633755
Share-GUCL,4.64,0.56144
Share-EBOY,35.08,9.818892
Share-ZPTK,11.7,2.0592
Share-ZRZK,15.04,3.10576
Share-MVVG,16.81,2.047458
Share-ROHB,23.75,7.29125
Share-GNJC,29.25,0.962325
Share-YVCE,41.5,10.17995
Share-FMLL,29.57,7.779867
Share-NUAX,24.42,8.654448
Share-FQJZ,16.41,3.288564
Share-HYQP,7.15,1.838265
Share-NLPL,8.45,1.91308
Share-IQMC,0.35,0.009835
Share-SJIV,26.49,8.903289
Share-OODL,5.61,0.03366
Share-UBYY,30.3,6.09636
Share-LPSQ,29.44,10.813312
Share-RSRH,26.64,8.362296
Share-WPTD,31.35,3.32937
Share-QGXD,38.05,8.039965
Share-BVQQ,9.87,2.026311
Share-PNBE,27.3,2.96205
Share-NYRP,23.91,3.359355
Share-GSGQ,3.57,0.48195
